Date Created [UTC]	: 2024-05-31 07:27:21
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-SW-WRF
Water Depth [mMSL]	: 40.800000
Cell Size [m]		: 5879.800000
Start Date [UTC]	: 1979-01-01 07:00:00
End Date [UTC]		: 2023-09-30 23:00:00
Time Step [s]		: 3600.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Sign. Wave Height (H_{m0}) [m],Peak Wave Period (T_{p}) [s],Mean Wave Period (T_{01}) [s],Zero-crossing Wave Period (T_{02}) [s],Peak Wave Direction (PWD) [\Deg.N-from],Mean Wave Direction (MWD) [\Deg.N-from],Directional Standard Deviation (DSD) [\Deg.],Sign. Wave Height - Wind-Sea (H_{m0-Sea}) [m],Peak Wave Period - Wind-Sea (T_{p-Sea}) [s],Mean Wave Period - Wind-Sea (T_{01-Sea}) [s],Zero-crossing Wave Period - Wind-Sea (T_{02-Sea}) [s],Peak Wave Direction - Wind-Sea (PWD_{Sea}) [\Deg.N-from],Mean Wave Direction - Wind-Sea (MWD_{Sea}) [\Deg.N-from],Directional Standard Deviation - Wind-Sea (DSD_{Sea}) [\Deg.],Sign. Wave Height - Swell (H_{m0-Swell}) [m],Peak Wave Period - Swell (T_{p-Swell}) [s],Mean Wave Period - Swell (T_{01-Swell}) [s],Zero-crossing Wave Period - Swell (T_{02-Swell}) [s],Peak Wave Direction - Swell (PWD_{Swell}) [\Deg.N-from],Mean Wave Direction - Swell (MWD_{Swell}) [\Deg.N-from],Directional Standard Deviation - Swell (DSD_{Swell}) [\Deg.]
1979-01-10 14:00:00,5.75,9.87,7.54,6.84,200,182.13,33.73,5.72,9.87,7.55,6.85,200,182.16,32.67,0.53,14.23,6.6,5.45,80,7.44,60.83
1979-01-10 15:00:00,5.64,10.03,7.64,6.96,210,183.71,33.77,5.61,10.02,7.65,6.97,210,183.62,32.72,0.52,14.05,7.37,6.19,80,342.13,62
1979-01-10 16:00:00,4.84,9.89,7.65,7,210,187.32,36.26,4.64,9.89,7.68,7.03,210,191.94,30.71,1.39,9.94,7.43,6.7,120,112.22,37.15
1979-01-10 17:00:00,4.37,9.59,7.4,6.74,210,190.55,37.62,4.19,9.56,7.34,6.69,210,193.98,32.38,1.26,9.89,8.24,7.48,110,118.74,52.12
1979-01-10 18:00:00,4.01,9.33,7.16,6.51,210,194.11,38.46,3.84,9.3,7.12,6.48,210,198.73,32.46,1.14,9.69,7.63,7.02,120,109.09,38.43
1979-01-10 19:00:00,3.73,9.02,6.92,6.31,210,197.77,38.59,3.56,9,6.83,6.22,210,202.66,31.86,1.12,9.16,7.88,7.37,120,113.35,41.69
1979-01-10 20:00:00,3.45,8.63,6.66,6.06,210,200.19,38.94,3.29,8.58,6.55,5.95,210,204.31,32.16,1.05,9.07,8.14,7.66,120,116.24,51.12
1979-01-10 21:00:00,3.2,8.43,6.58,5.99,210,202.82,40.41,2.88,8.4,6.25,5.7,210,209.1,30.17,1.4,10.32,8.4,8.03,120,150.88,57.11
1979-01-10 22:00:00,3,8.39,6.62,6.02,210,207.63,43.55,2.04,7.43,5.3,4.86,210,210.92,31.11,2.2,8.7,8.41,8.22,210,203.54,51.74
1979-01-10 23:00:00,2.86,8.42,6.61,5.98,210,214.31,46.25,1.71,6.79,4.85,4.44,210,209.33,35.94,2.29,8.42,8.32,8.14,260,218.02,50.94
1979-01-11 00:00:00,2.74,8.44,6.59,5.94,260,220.29,47.6,1.64,6.81,4.82,4.41,210,205.61,36.15,2.2,8.44,8.27,8.04,270,231.17,51.32
1979-01-11 01:00:00,2.62,8.47,6.49,5.83,270,224.71,48.02,1.76,7.22,5.08,4.61,210,202.32,35.64,1.94,8.78,8.41,8.15,270,248.57,49.79
1979-01-11 02:00:00,2.5,8.48,6.34,5.65,260,227.13,47.8,1.52,6.34,4.58,4.17,200,197.04,36.08,1.98,8.48,8.18,7.96,270,247.76,46.5
1979-01-11 03:00:00,2.38,8.46,6.18,5.5,260,228.7,47.29,1.47,6.17,4.47,4.07,210,196.58,36.57,1.87,8.46,8.1,7.88,260,250.64,44.31
1979-01-11 04:00:00,2.27,8.37,6.01,5.32,250,228.97,46.81,1.4,6,4.33,3.93,210,189.14,36.43,1.78,8.37,7.89,7.61,260,253.15,39.16
1979-01-11 05:00:00,2.15,8.22,5.88,5.2,250,228.63,46.74,1.33,6.01,4.22,3.83,200,186.09,36.67,1.68,8.22,7.79,7.54,250,253.6,36.98
1979-01-11 06:00:00,2.03,8.04,5.78,5.08,250,228.81,46.72,1.19,5.52,3.98,3.6,200,180.98,35.81,1.64,8.04,7.58,7.3,250,251.79,36.48
1979-01-11 07:00:00,1.93,7.96,5.72,5,250,228.59,47.78,1.08,5.36,3.84,3.47,190,164.83,35.64,1.6,7.96,7.35,7,250,251.36,30.97
1979-01-11 08:00:00,1.85,7.9,5.7,4.97,250,229.22,48.6,0.98,5.04,3.68,3.33,130,156.39,34.43,1.57,7.9,7.27,6.91,250,250.25,31.11
1979-01-11 09:00:00,1.77,7.91,5.76,4.98,250,232.3,49.29,0.84,4.78,3.41,3.08,130,146.78,33.44,1.55,7.91,7.18,6.81,250,249.06,33.57
1979-01-11 10:00:00,1.73,8.09,5.7,4.88,250,233.77,52.74,0.8,4.4,3.26,2.95,120,129.71,31.63,1.53,8.09,7.19,6.78,250,249.74,34.01
1979-01-11 11:00:00,1.73,8.93,5.73,4.89,250,235.43,56.25,0.84,4.46,3.34,3.02,120,121.99,30.79,1.51,8.93,7.39,6.95,250,252.77,33.99
1979-01-11 12:00:00,1.72,9.39,5.73,4.83,250,240.1,59.38,0.83,4.32,3.26,2.94,120,107.52,28.62,1.5,9.39,7.44,6.93,250,254.1,35.68
1979-01-11 13:00:00,1.66,9.82,5.88,4.9,250,247.81,58.89,0.72,4.23,3.08,2.77,120,95.97,30.09,1.5,9.82,7.45,6.9,250,254.93,39.33
1979-01-11 14:00:00,1.58,10.27,6.09,5.02,250,254.08,56.89,0.53,3.79,2.68,2.4,90,77.28,30.5,1.48,10.27,7.29,6.69,250,254.59,45.58
1979-01-11 15:00:00,1.51,10.44,5.92,4.72,250,261.67,56.74,0.52,3.03,2.44,2.17,50,49.53,33.12,1.41,10.44,7.33,6.71,250,256.56,46
1979-01-11 16:00:00,1.48,10.53,5.46,4.33,250,274.86,59.78,0.67,3.24,2.62,2.36,30,27.73,35.35,1.32,10.53,7.52,6.87,250,258.65,45.97
1979-01-11 17:00:00,1.49,10.58,5.2,4.23,250,292.24,61.26,0.83,3.71,2.97,2.69,20,16.97,35.28,1.24,10.58,7.83,7.22,250,260.57,45.11
1979-01-11 18:00:00,1.52,10.57,5,4.16,250,311.76,61.68,0.98,4.12,3.26,2.97,20,15.8,33.4,1.16,10.57,8.1,7.49,250,262.54,43.9
1979-01-11 19:00:00,1.59,10.52,4.88,4.16,250,326.42,58.03,1.17,4.53,3.59,3.28,0,6.74,33.64,1.08,10.52,8.37,7.74,250,263.55,44.34
1979-01-11 20:00:00,1.6,10.41,4.82,4.14,350,332.82,55.73,1.23,4.68,3.71,3.39,0,5.44,33.54,1.02,10.41,8.49,7.81,250,266.24,44.09
1979-01-11 21:00:00,1.7,4.95,4.68,4.09,350,340.41,50.69,1.43,4.93,3.94,3.59,350,359.93,33.18,0.92,10.26,8.63,7.89,250,265.3,44.27
1979-01-11 22:00:00,1.75,5.14,4.68,4.13,340,345.28,47.57,1.53,5.13,4.11,3.75,350,359.12,33.57,0.85,10.07,8.59,7.76,250,269.52,46.37
1979-01-11 23:00:00,1.83,5.33,4.7,4.19,340,346.4,43.83,1.69,5.31,4.36,3.96,340,354.94,33.66,0.7,10.57,8.48,7.6,250,261.71,43.36
1979-01-12 00:00:00,1.98,5.65,4.78,4.29,340,347.53,40.47,1.89,5.64,4.6,4.18,340,351.99,33.64,0.59,10.46,7.77,6.66,250,256.28,47.26
1979-01-12 01:00:00,2.13,5.86,4.87,4.4,340,347.7,38.36,2.07,5.85,4.78,4.34,340,350.14,34.14,0.49,9.74,7.46,6.25,250,253.3,49.12
1979-01-12 02:00:00,2.24,6.2,4.99,4.5,350,347.49,37.2,2.2,6.19,4.93,4.47,350,348.8,34.47,0.43,9.56,7.12,5.82,250,257,57.17
1979-01-12 03:00:00,2.43,6.34,5.13,4.66,350,348.88,35.32,2.41,6.34,5.11,4.65,350,349.7,33.54,0.35,9.45,6.63,5.41,250,250.77,52.67
1979-01-12 04:00:00,2.54,6.55,5.23,4.75,350,349.23,34.3,2.52,6.55,5.22,4.75,350,349.66,33.01,0.31,9.47,6.02,4.85,250,249.89,61.21
1979-01-12 05:00:00,2.67,6.8,5.31,4.82,350,349.84,33.11,2.65,6.79,5.31,4.83,350,350.12,32.1,0.28,9.37,5.6,4.5,250,252.77,64.59
1979-01-12 06:00:00,2.77,6.92,5.41,4.9,350,350.33,32.11,2.76,6.92,5.41,4.91,350,350.52,31.25,0.26,9.19,5.06,4.13,250,246.97,67.16
1979-01-12 07:00:00,2.87,7.03,5.53,5.03,350,350.71,31.05,2.86,7.03,5.54,5.04,350,350.81,30.32,0.24,9,4.89,4.09,80,237.64,71.5
1979-01-12 08:00:00,2.97,7.18,5.65,5.14,350,350.83,30.2,2.96,7.18,5.66,5.15,350,350.88,29.54,0.24,8.88,4.76,4.03,80,226.66,75.04
1979-01-12 09:00:00,3.07,7.4,5.73,5.2,350,350.56,29.57,3.06,7.4,5.74,5.21,350,350.55,28.96,0.23,8.94,4.52,3.87,80,159.98,77.09
1979-01-12 10:00:00,3.18,7.51,5.79,5.25,350,351.01,29.1,3.17,7.51,5.8,5.26,350,351.17,28.53,0.23,9.32,4.51,3.89,260,249.09,57.36
1979-01-12 11:00:00,3.2,7.56,5.84,5.29,350,351.82,29.19,3.19,7.56,5.85,5.3,350,351.98,28.67,0.22,8.99,4.48,3.82,260,250.89,55.13
1979-01-12 12:00:00,3.16,7.58,5.87,5.32,350,352.87,29.38,3.15,7.58,5.88,5.33,350,353.02,28.85,0.23,16.49,4.68,3.92,260,256.89,59.94
1979-01-12 13:00:00,3.09,7.57,5.88,5.32,350,353.81,29.54,3.08,7.57,5.88,5.32,350,353.94,28.92,0.28,17.08,5.71,4.59,260,300.27,68.36
1979-01-12 14:00:00,3,7.54,5.89,5.31,350,354.64,29.74,2.98,7.54,5.86,5.3,350,354.71,29.13,0.38,15.95,7.94,5.92,80,347.6,55.5
1979-01-12 15:00:00,2.93,7.48,5.9,5.31,350,354.83,30.01,2.87,7.48,5.79,5.25,350,355.22,29.59,0.57,14.68,10.99,8.45,340,343.7,37.93
1979-01-12 16:00:00,2.85,7.41,5.98,5.39,350,354.41,30.33,2.75,7.41,5.76,5.25,350,355.31,30.1,0.75,14.19,12.17,10.39,340,342.21,31.14
1979-01-12 17:00:00,2.82,7.31,6.01,5.41,350,352.7,31.07,2.69,7.31,5.72,5.22,350,353.66,31.03,0.85,13.81,12.27,10.8,340,343.14,30.02
1979-01-12 18:00:00,2.85,7.29,6.08,5.46,350,349.86,31.97,2.7,7.28,5.76,5.25,350,350.49,32.04,0.91,13.67,11.91,10.22,340,344.37,30.88
1979-01-12 19:00:00,2.98,7.32,6.13,5.51,340,345.64,32.88,2.92,7.32,6.02,5.43,340,345.28,32.37,0.61,14.78,10.8,8.75,350,355.14,41.96
1979-01-12 20:00:00,3.18,7.42,6.2,5.58,340,339.8,33.05,3.15,7.42,6.19,5.57,340,339.12,32.05,0.44,14.83,7.23,6.14,60,37.52,50.44
1979-01-12 21:00:00,3.28,7.58,6.34,5.71,340,338.26,32.13,3.26,7.58,6.32,5.7,340,338.06,31.49,0.37,15.02,8.35,6.74,10,11.68,61.51
1979-01-12 22:00:00,3.4,7.67,6.41,5.77,340,336.75,31.26,3.38,7.66,6.39,5.76,340,336.43,30.49,0.4,14.81,8.09,6.74,60,23.56,58.33
1979-01-12 23:00:00,3.37,7.7,6.46,5.81,340,335.79,31.07,3.33,7.69,6.41,5.78,340,335.04,30.21,0.52,15.4,9.19,7.53,10,16.86,44.2
1979-01-13 00:00:00,3.37,7.73,6.52,5.85,340,334.02,30.98,3.32,7.72,6.44,5.81,340,333.29,30.26,0.58,14.91,10.39,8.57,350,4.16,42.11
1979-01-13 01:00:00,3.49,7.82,6.69,6.03,330,331.4,30.23,3.48,7.82,6.67,6.02,330,331.17,29.6,0.37,14.94,8.45,6.95,60,14.64,59.09
1979-01-13 02:00:00,3.82,8.13,6.86,6.18,330,329.89,28.79,3.81,8.13,6.86,6.18,330,330,28.36,0.25,9.82,6.3,5.36,240,241.99,63.38
1979-01-13 03:00:00,4.24,8.63,7.05,6.35,330,329.79,27.55,4.23,8.63,7.05,6.36,330,329.89,27.14,0.26,12.9,5.7,4.97,240,238.28,64.4
1979-01-13 04:00:00,4.72,9.22,7.23,6.51,330,329.94,26.77,4.71,9.22,7.23,6.52,330,329.92,26.5,0.23,13.02,5.39,4.61,60,81.4,75.6
1979-01-13 05:00:00,5.05,9.56,7.46,6.74,340,331.27,26.27,5.05,9.56,7.47,6.75,340,331.35,25.9,0.28,11.9,5.34,4.75,240,235.88,61.63
1979-01-13 06:00:00,5.17,9.81,7.64,6.91,340,331.76,26.43,5.16,9.81,7.65,6.92,340,331.75,26.15,0.25,10.73,5.44,4.73,60,91.47,77.34
1979-01-13 07:00:00,5.22,9.97,7.7,6.96,340,331.71,26.5,5.21,9.97,7.71,6.97,340,331.7,26.22,0.26,10.64,5.56,4.81,60,117.17,78.64
1979-01-13 08:00:00,5.09,10.07,7.75,7,340,332.05,26.7,5.08,10.07,7.76,7.01,340,332.07,26.38,0.27,11.61,5.99,5.14,60,224.03,76.19
1979-01-13 09:00:00,5,10.11,7.77,7.01,340,332.21,26.94,4.99,10.1,7.78,7.02,340,332.26,26.55,0.29,10.88,6.42,5.46,60,237.83,71.89
1979-01-13 10:00:00,4.9,10.15,7.8,7.04,340,332.33,27.09,4.89,10.14,7.81,7.05,340,332.4,26.63,0.32,10.89,6.79,5.76,240,242.39,68.68
1979-01-13 11:00:00,4.83,10.22,7.84,7.07,340,332.28,27.1,4.82,10.21,7.84,7.07,340,332.36,26.62,0.32,11.06,7.25,6.07,240,247.21,68.65
1979-01-13 12:00:00,4.82,10.36,7.88,7.1,340,332.45,26.95,4.8,10.35,7.88,7.1,340,332.54,26.45,0.33,11.09,7.57,6.35,240,248.26,67.75
1979-01-13 13:00:00,4.87,10.56,7.92,7.13,340,332.52,26.77,4.86,10.56,7.93,7.14,340,332.61,26.29,0.33,11.12,7.77,6.48,240,248.81,66.98
1979-01-13 14:00:00,4.96,10.8,7.96,7.16,340,332.59,26.57,4.95,10.79,7.96,7.16,340,332.66,26.15,0.31,11.95,7.73,6.42,240,247.93,68.63
1979-01-13 15:00:00,4.94,11.13,8.01,7.19,340,332.83,26.58,4.93,11.12,8.01,7.2,340,332.89,26.18,0.3,11.96,7.9,6.52,240,250.62,69.04
1979-01-13 16:00:00,4.87,11.34,8.07,7.25,340,333.1,26.58,4.86,11.33,8.07,7.25,340,333.14,26.06,0.38,14.4,9.33,7.77,240,306.14,70.76
1979-01-13 17:00:00,4.93,11.38,8.03,7.2,340,331.71,27.08,4.92,11.38,8.04,7.22,340,331.55,26.6,0.37,13.25,6.7,5.61,50,38.24,58.8
1979-01-13 18:00:00,4.79,11.43,8.07,7.24,340,333.03,26.88,4.76,11.41,8.05,7.23,340,332.92,26.28,0.47,13.2,10.53,8.9,20,358.66,61.59
1979-01-13 19:00:00,4.65,11.47,8.08,7.24,340,333.37,27.06,4.62,11.46,8.04,7.21,340,333.1,26.38,0.57,14.43,11.75,10.2,20,1.84,51.9
1979-01-13 20:00:00,4.47,11.52,8.08,7.24,340,334.19,27.23,4.37,11.45,7.94,7.13,340,333.29,26.27,0.96,14.46,13.01,12.14,10,355.8,37.68
1979-01-13 21:00:00,4.3,11.56,8.09,7.23,340,334.97,27.34,4.04,11.3,7.71,6.94,340,332.64,26.37,1.46,13.59,12.97,12.54,350,353.47,28.49
1979-01-13 22:00:00,4.15,11.57,8.1,7.24,340,335.51,27.43,3.63,10.53,7.3,6.6,340,331.24,27.09,2.02,12.89,12.58,12.36,350,349.13,24.32
1979-01-13 23:00:00,4.02,11.57,8.12,7.25,340,335.93,27.35,3.41,10.4,7.16,6.48,330,330.95,27.34,2.13,12.48,12.36,12.08,340,348.35,23.5
1979-01-14 00:00:00,3.92,11.58,8.13,7.25,340,335.97,27.2,3.16,10.22,6.88,6.25,340,330.34,28.04,2.33,12.08,12.21,11.99,340,345.88,22.65
1979-01-14 01:00:00,3.82,11.6,8.11,7.18,340,335.95,27.06,2.71,9.21,6.22,5.67,340,326.85,29.63,2.7,11.6,11.67,11.49,340,344.48,21.12
1979-01-14 02:00:00,3.73,11.64,8.16,7.22,340,336.11,26.77,2.54,8.81,6.08,5.55,340,325.11,29.66,2.74,11.64,11.57,11.4,350,344.84,20.38
1979-01-14 03:00:00,3.66,11.71,8.21,7.22,340,336.25,26.47,2.24,8.23,5.65,5.16,330,322.92,30.86,2.89,11.71,11.29,11.11,340,343.53,20.2
1979-01-14 04:00:00,3.59,11.82,8.24,7.22,340,336.25,26.26,2.17,8.25,5.59,5.1,330,322.45,30.79,2.86,11.82,11.32,11.1,340,343.44,19.97
1979-01-14 05:00:00,3.54,11.93,8.26,7.22,340,336.24,26.11,2.07,7.72,5.46,4.98,330,320.28,30.38,2.87,11.93,11.25,11.03,340,343.75,19.74
1979-01-14 06:00:00,3.49,11.97,8.23,7.19,340,336.26,26.06,2.04,7.76,5.43,4.95,330,320.26,30.29,2.83,11.97,11.26,11.05,340,343.8,19.69
1979-01-14 07:00:00,3.43,11.95,8.19,7.15,340,336.34,26.08,2.01,7.79,5.41,4.93,330,320.43,30.17,2.77,11.95,11.24,11.04,340,343.96,19.74
1979-01-14 08:00:00,3.35,11.91,8.11,7.05,340,336.49,26.15,1.98,7.82,5.36,4.87,330,320.77,30.04,2.7,11.91,11.21,11.02,340,344.21,19.9
1979-01-14 09:00:00,3.27,11.83,8.02,6.96,340,336.75,26.25,1.91,7.54,5.23,4.76,330,320.43,30.32,2.65,11.83,11.1,10.92,340,344.45,19.87
1979-01-14 10:00:00,3.2,11.74,7.94,6.88,340,337.22,26.16,1.89,7.56,5.19,4.71,330,321.49,30.27,2.59,11.74,11.04,10.87,340,344.81,19.86
1979-01-14 11:00:00,3.13,11.67,7.88,6.83,340,337.8,25.86,1.86,7.56,5.18,4.7,330,323.29,30.24,2.52,11.67,10.99,10.83,340,344.93,19.76
1979-01-14 12:00:00,3.06,11.61,7.83,6.78,340,338.4,25.44,1.75,7.49,5,4.55,330,325.51,31.06,2.51,11.61,10.83,10.67,340,344.06,19.83
1979-01-14 13:00:00,2.97,11.55,7.79,6.71,340,338.98,24.94,1.64,6.98,4.83,4.38,340,324.84,30.67,2.48,11.55,10.64,10.46,350,344.54,19.49
1979-01-14 14:00:00,2.89,11.5,7.79,6.7,340,339.51,24.39,1.47,6.73,4.55,4.14,330,325.83,31.73,2.48,11.5,10.38,10.19,340,343.77,19.45
1979-01-14 15:00:00,2.8,11.45,7.82,6.71,340,340.01,23.83,1.28,6.1,4.23,3.85,320,325.3,32.5,2.49,11.45,10.08,9.85,340,343.45,19.49
1979-01-14 16:00:00,2.71,11.41,7.85,6.7,340,340.51,23.28,1.17,5.93,4.06,3.69,330,326.1,32.56,2.45,11.41,9.96,9.71,340,343.39,19.41
1979-01-14 17:00:00,2.64,11.36,7.93,6.76,340,341.08,22.78,0.98,5.45,3.72,3.38,320,327.45,33.42,2.45,11.36,9.68,9.4,340,342.99,19.87
1979-01-14 18:00:00,2.58,11.3,7.96,6.79,340,341.61,22.42,0.84,4.95,3.42,3.11,320,330.57,34.82,2.44,11.3,9.45,9.13,340,342.74,20.14
1979-01-14 19:00:00,2.52,11.15,7.99,6.83,340,342.21,22.15,0.77,4.79,3.34,3.03,320,336.76,33.79,2.4,11.15,9.33,8.98,340,342.71,20.51
1979-01-14 20:00:00,2.46,10.9,8.05,6.91,340,342.78,22.01,0.55,3.96,2.76,2.5,0,342.51,34.86,2.4,10.9,8.94,8.51,340,342.79,21.14
1979-01-14 21:00:00,2.39,10.73,8.09,6.99,340,343.22,21.93,0.44,3.61,2.53,2.29,10,342.84,36.75,2.35,10.73,8.78,8.34,340,343.23,21.21
1979-01-14 22:00:00,2.33,10.61,8.09,7.06,340,343.72,21.94,0.29,2.93,2.06,1.86,20,359.3,35.37,2.31,10.61,8.49,7.96,340,343.5,21.59
1979-01-14 23:00:00,2.27,10.52,8.08,7.14,340,344.04,21.9,0.21,2.54,1.8,1.63,30,10.97,33.32,2.26,10.52,8.33,7.77,340,343.84,21.65
1979-01-15 00:00:00,2.21,10.46,8.04,7.2,340,344.13,21.81,0.13,2.05,1.5,1.37,40,20.45,33.19,2.21,10.46,8.17,7.58,340,344.02,21.67
1979-01-15 01:00:00,2.15,10.43,7.97,7.21,340,344.05,21.74,0.09,1.76,1.32,1.22,40,28.82,33.2,2.15,10.43,8.04,7.43,340,343.99,21.65
1979-01-15 02:00:00,2.08,10.41,7.89,7.17,340,343.88,21.65,0.07,1.63,1.23,1.14,60,38.19,30.82,2.08,10.41,7.93,7.32,340,343.83,21.58
1979-01-15 03:00:00,2.01,10.4,7.81,7.11,340,343.69,21.55,0.06,1.73,1.24,1.14,60,47.05,28.8,2.01,10.4,7.85,7.24,340,343.65,21.48
1979-01-15 04:00:00,1.94,10.38,7.75,7.01,340,343.56,21.48,0.08,1.94,1.3,1.17,60,54.14,25.42,1.94,10.38,7.81,7.2,340,343.48,21.34
1979-01-15 05:00:00,1.87,10.37,7.72,6.95,340,343.53,21.43,0.08,1.94,1.27,1.15,60,59.91,25.43,1.87,10.37,7.78,7.17,340,343.44,21.23
1979-01-15 06:00:00,1.81,10.36,7.71,6.92,340,343.61,21.36,0.08,1.97,1.27,1.15,70,68.63,24.56,1.81,10.36,7.78,7.17,340,343.5,21.1
1979-01-15 07:00:00,1.76,10.33,7.7,6.89,340,343.79,21.29,0.09,2.15,1.29,1.16,60,74.29,26.26,1.75,10.33,7.8,7.19,340,343.66,20.94
1979-01-15 08:00:00,1.7,10.29,7.73,6.94,340,344.08,21.16,0.07,1.92,1.19,1.08,70,81.88,26.64,1.7,10.29,7.81,7.2,340,343.98,20.87
1979-01-15 09:00:00,1.64,10.25,7.66,6.66,340,344.58,21.66,0.13,2.39,1.41,1.28,80,82.43,32.32,1.63,10.25,7.88,7.32,340,344.25,20.6
1979-01-15 10:00:00,1.58,10.19,7.67,6.64,340,345.09,21.83,0.12,1.89,1.32,1.2,70,99.44,32.07,1.58,10.19,7.89,7.32,340,344.81,20.65
1979-01-15 11:00:00,1.53,10.1,7.67,6.6,340,345.53,22.13,0.12,1.5,1.27,1.16,100,121.66,34.81,1.52,10.1,7.92,7.35,340,345.31,20.69
1979-01-15 12:00:00,1.47,10,7.59,6.33,340,345.84,23.11,0.15,1.57,1.32,1.2,170,146.19,37.47,1.47,10,7.98,7.45,340,345.67,20.52
1979-01-15 13:00:00,1.43,9.95,7.41,5.97,340,346.06,25.25,0.2,1.82,1.52,1.38,180,158.46,37.34,1.41,9.95,8.06,7.54,340,345.93,20.17
1979-01-15 14:00:00,1.38,9.93,7.3,5.81,350,345.93,26.92,0.23,2,1.62,1.47,190,168.13,35.29,1.36,9.93,8.11,7.6,350,345.99,20.21
