Date Created [UTC]	: 2024-05-31 07:26:55
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-HD-WRF
Water Depth [mMSL]	: 40.700000
Cell Size [m]		: 3554.800000
Start Date [UTC]	: 1979-01-01 01:00:00
End Date [UTC]		: 2023-09-30 23:30:00
Time Step [s]		: 1800.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Water Level (WL) [mMSL],Current Speed (CS) [m/s],Current Direction (CD) [\Deg.N-to],Water Level - Tide (WL_{Tide}) [mMSL],Current Speed - Tide (CS_{Tide}) [m/s],Current Direction - Tide (CD_{Tide}) [\Deg.N-to],Water Level - Residual (WL_{Residual}) [m],Current Speed - Residual (CS_{Residual}) [m/s],Current Direction - Residual (CD_{Residual}) [\Deg.N-to],Current Speed - Total at 5% of Water Column (CS_{5%}) [m/s],Current Speed - Tide at 5% of Water Column (CS_{Tide-5%}) [m/s],Current Speed - Residual at 5% of Water Column (CS_{Residual-5%}) [m/s],Current Speed - Total at 25% of Water Column (CS_{25%}) [m/s],Current Speed - Tide at 25% of Water Column (CS_{Tide-25%}) [m/s],Current Speed - Residual at 25% of Water Column (CS_{Residual-25%}) [m/s],Current Speed - Total at 50% of Water Column (CS_{50%}) [m/s],Current Speed - Tide at 50% of Water Column (CS_{Tide-50%}) [m/s],Current Speed - Residual at 50% of Water Column (CS_{Residual-50%}) [m/s],Current Speed - Total at 75% of Water Column (CS_{75%}) [m/s],Current Speed - Tide at 75% of Water Column (CS_{Tide-75%}) [m/s],Current Speed - Residual at 75% of Water Column (CS_{Residual-75%}) [m/s],Current Speed - Total at 100% of Water Column (CS_{100%}) [m/s],Current Speed - Tide at 100% of Water Column (CS_{Tide-100%}) [m/s],Current Speed - Residual at 100% of Water Column (CS_{Residual-100%}) [m/s]
1979-01-22 00:00:00,-0.25,0.17,66.54,0.24,0.18,90.01,-0.49,0.07,340.41,0.12,0.13,0.03,0.16,0.17,0.05,0.18,0.19,0.08,0.19,0.2,0.11,0.21,0.21,0.14
1979-01-22 00:30:00,-0.23,0.19,72.84,0.24,0.21,91.58,-0.47,0.07,336.13,0.14,0.15,0.03,0.18,0.19,0.05,0.2,0.22,0.08,0.21,0.23,0.11,0.22,0.24,0.13
1979-01-22 01:00:00,-0.22,0.2,76.36,0.23,0.22,93.41,-0.45,0.07,334.2,0.15,0.16,0.03,0.19,0.21,0.05,0.21,0.23,0.08,0.22,0.25,0.1,0.23,0.26,0.13
1979-01-22 01:30:00,-0.22,0.2,78.18,0.21,0.22,94.82,-0.43,0.07,335.47,0.15,0.16,0.03,0.19,0.21,0.05,0.21,0.23,0.08,0.22,0.25,0.1,0.23,0.26,0.13
1979-01-22 02:00:00,-0.24,0.18,78.53,0.18,0.21,95.46,-0.42,0.06,330.46,0.13,0.15,0.03,0.17,0.19,0.05,0.18,0.22,0.07,0.19,0.23,0.1,0.2,0.24,0.13
1979-01-22 02:30:00,-0.28,0.15,76.54,0.14,0.18,95.23,-0.42,0.06,326.3,0.11,0.13,0.03,0.14,0.17,0.05,0.15,0.19,0.07,0.16,0.2,0.1,0.16,0.21,0.12
1979-01-22 03:00:00,-0.31,0.11,70.23,0.1,0.14,94.17,-0.42,0.06,321.03,0.08,0.1,0.03,0.11,0.13,0.05,0.11,0.15,0.07,0.12,0.16,0.1,0.12,0.17,0.12
1979-01-22 03:30:00,-0.33,0.07,53.51,0.07,0.1,91.83,-0.4,0.06,318.33,0.05,0.07,0.03,0.07,0.09,0.05,0.07,0.1,0.07,0.08,0.11,0.09,0.09,0.11,0.12
1979-01-22 04:00:00,-0.34,0.05,12.43,0.04,0.05,83.55,-0.38,0.06,321.48,0.03,0.03,0.02,0.04,0.04,0.04,0.06,0.05,0.06,0.07,0.05,0.09,0.09,0.05,0.11
1979-01-22 04:30:00,-0.34,0.07,330.72,0.01,0.02,339.53,-0.35,0.05,328.09,0.04,0.01,0.02,0.06,0.01,0.04,0.08,0.02,0.06,0.1,0.02,0.08,0.12,0.02,0.11
1979-01-22 05:00:00,-0.35,0.11,313.3,-0.01,0.06,297.24,-0.34,0.06,330.79,0.06,0.04,0.02,0.09,0.06,0.04,0.12,0.06,0.06,0.15,0.07,0.09,0.17,0.07,0.11
1979-01-22 05:30:00,-0.37,0.14,306.38,-0.04,0.1,293.47,-0.33,0.05,335.46,0.09,0.07,0.02,0.12,0.09,0.04,0.15,0.11,0.05,0.17,0.11,0.07,0.2,0.12,0.09
1979-01-22 06:00:00,-0.4,0.17,301.81,-0.06,0.13,292.6,-0.34,0.04,331.55,0.11,0.09,0.02,0.15,0.12,0.03,0.18,0.14,0.05,0.21,0.15,0.07,0.23,0.16,0.08
1979-01-22 06:30:00,-0.43,0.18,298.18,-0.08,0.16,291.63,-0.35,0.03,332.94,0.12,0.11,0.01,0.16,0.14,0.02,0.19,0.16,0.04,0.21,0.17,0.05,0.23,0.18,0.06
1979-01-22 07:00:00,-0.45,0.19,294.11,-0.11,0.17,289.79,-0.35,0.03,321.22,0.13,0.12,0.01,0.17,0.15,0.02,0.2,0.17,0.03,0.22,0.18,0.04,0.24,0.19,0.05
1979-01-22 07:30:00,-0.46,0.2,289.74,-0.12,0.17,287.02,-0.34,0.03,303.31,0.13,0.12,0.02,0.18,0.15,0.03,0.21,0.17,0.04,0.24,0.19,0.05,0.26,0.2,0.07
1979-01-22 08:00:00,-0.46,0.2,284.98,-0.13,0.16,283.71,-0.33,0.04,290.15,0.13,0.11,0.02,0.18,0.15,0.03,0.21,0.17,0.05,0.24,0.18,0.06,0.26,0.19,0.08
1979-01-22 08:30:00,-0.46,0.19,280.58,-0.13,0.15,280.38,-0.34,0.04,281.27,0.12,0.1,0.02,0.17,0.14,0.03,0.2,0.15,0.05,0.23,0.16,0.07,0.26,0.17,0.08
1979-01-22 09:00:00,-0.44,0.17,277.19,-0.11,0.13,277.47,-0.34,0.04,276.4,0.11,0.09,0.02,0.15,0.12,0.03,0.18,0.13,0.05,0.21,0.14,0.07,0.23,0.15,0.09
1979-01-22 09:30:00,-0.41,0.15,276.06,-0.07,0.1,275.4,-0.34,0.05,277.24,0.09,0.07,0.02,0.13,0.09,0.04,0.16,0.1,0.06,0.19,0.11,0.08,0.22,0.11,0.11
1979-01-22 10:00:00,-0.35,0.11,279.78,-0.03,0.06,275.13,-0.32,0.05,285.44,0.06,0.04,0.02,0.09,0.06,0.04,0.12,0.06,0.06,0.14,0.07,0.08,0.17,0.07,0.1
1979-01-22 10:30:00,-0.28,0.07,293.63,0.01,0.02,285.2,-0.3,0.05,296.94,0.04,0.01,0.02,0.06,0.02,0.04,0.08,0.02,0.06,0.1,0.02,0.08,0.12,0.02,0.1
1979-01-22 11:00:00,-0.22,0.04,339.61,0.06,0.03,74.71,-0.28,0.05,307.3,0.02,0.02,0.02,0.03,0.02,0.04,0.05,0.03,0.06,0.06,0.03,0.08,0.08,0.03,0.1
1979-01-22 11:30:00,-0.18,0.05,47.74,0.09,0.07,83.23,-0.27,0.04,305.22,0.04,0.05,0.02,0.05,0.07,0.03,0.05,0.08,0.05,0.05,0.08,0.07,0.06,0.09,0.08
1979-01-22 12:00:00,-0.16,0.09,72.11,0.12,0.12,86.63,-0.28,0.04,303.73,0.07,0.08,0.02,0.09,0.11,0.03,0.09,0.12,0.04,0.09,0.13,0.06,0.09,0.14,0.07
1979-01-22 12:30:00,-0.15,0.13,82.5,0.13,0.15,89.9,-0.29,0.03,303.02,0.1,0.11,0.01,0.12,0.14,0.02,0.13,0.16,0.04,0.13,0.17,0.05,0.13,0.18,0.06
1979-01-22 13:00:00,-0.15,0.15,88.4,0.14,0.18,93.28,-0.29,0.03,294.75,0.11,0.13,0.02,0.14,0.17,0.03,0.15,0.19,0.04,0.15,0.2,0.05,0.15,0.21,0.07
1979-01-22 13:30:00,-0.15,0.16,92.2,0.13,0.2,96.47,-0.28,0.04,294.55,0.12,0.14,0.02,0.15,0.18,0.03,0.16,0.2,0.04,0.16,0.22,0.06,0.16,0.23,0.08
1979-01-22 14:00:00,-0.17,0.16,95.11,0.11,0.2,99.14,-0.28,0.04,296.43,0.12,0.14,0.02,0.15,0.18,0.03,0.16,0.2,0.04,0.16,0.22,0.06,0.16,0.23,0.07
1979-01-22 14:30:00,-0.19,0.14,97.39,0.08,0.18,101.17,-0.27,0.04,293.62,0.11,0.13,0.02,0.14,0.17,0.03,0.14,0.19,0.05,0.14,0.2,0.07,0.13,0.21,0.08
1979-01-22 15:00:00,-0.23,0.12,99.4,0.05,0.16,102.8,-0.28,0.04,294.09,0.09,0.11,0.02,0.12,0.14,0.03,0.12,0.16,0.04,0.12,0.17,0.06,0.11,0.18,0.07
1979-01-22 15:30:00,-0.26,0.08,101.27,0.02,0.12,104.81,-0.28,0.04,291.7,0.07,0.09,0.02,0.08,0.11,0.03,0.08,0.13,0.05,0.07,0.13,0.06,0.06,0.14,0.08
1979-01-22 16:00:00,-0.28,0.04,107.58,-0,0.08,109,-0.28,0.04,290.41,0.04,0.06,0.02,0.04,0.07,0.03,0.04,0.08,0.05,0.03,0.09,0.06,0.02,0.09,0.08
1979-01-22 16:30:00,-0.29,0.01,209.39,-0.02,0.04,123.21,-0.27,0.04,288.07,0.01,0.03,0.02,0.01,0.03,0.03,0.01,0.04,0.04,0.02,0.04,0.06,0.03,0.04,0.07
1979-01-22 17:00:00,-0.29,0.05,267.59,-0.03,0.02,224.09,-0.26,0.04,287.4,0.03,0.01,0.02,0.04,0.02,0.03,0.06,0.02,0.04,0.07,0.02,0.06,0.09,0.02,0.08
1979-01-22 17:30:00,-0.3,0.1,273.96,-0.05,0.05,265.01,-0.25,0.05,284.52,0.06,0.04,0.02,0.09,0.05,0.04,0.11,0.06,0.05,0.13,0.06,0.07,0.15,0.06,0.09
1979-01-22 18:00:00,-0.31,0.14,276.54,-0.06,0.09,273.19,-0.25,0.05,282.55,0.09,0.06,0.02,0.12,0.08,0.04,0.15,0.09,0.06,0.18,0.1,0.08,0.2,0.11,0.1
1979-01-22 18:30:00,-0.32,0.16,278.03,-0.08,0.12,276.49,-0.25,0.04,282.34,0.1,0.08,0.02,0.14,0.11,0.03,0.17,0.12,0.05,0.2,0.13,0.07,0.22,0.14,0.08
1979-01-22 19:00:00,-0.33,0.18,277.97,-0.09,0.14,277.37,-0.24,0.04,279.86,0.12,0.1,0.02,0.16,0.13,0.03,0.19,0.14,0.05,0.22,0.15,0.07,0.24,0.16,0.08
1979-01-22 19:30:00,-0.34,0.2,276.2,-0.1,0.15,276.41,-0.24,0.05,275.62,0.13,0.1,0.02,0.18,0.14,0.04,0.21,0.15,0.06,0.25,0.16,0.08,0.28,0.17,0.1
1979-01-22 20:00:00,-0.34,0.2,273.44,-0.1,0.15,274.04,-0.24,0.05,271.73,0.13,0.11,0.02,0.18,0.14,0.04,0.21,0.15,0.06,0.25,0.16,0.08,0.27,0.17,0.1
1979-01-22 20:30:00,-0.33,0.2,270.15,-0.1,0.14,270.72,-0.23,0.06,268.73,0.13,0.1,0.03,0.18,0.13,0.04,0.21,0.15,0.07,0.25,0.16,0.09,0.28,0.17,0.11
1979-01-22 21:00:00,-0.32,0.2,266.7,-0.08,0.13,266.81,-0.24,0.07,266.5,0.12,0.09,0.03,0.17,0.12,0.05,0.22,0.13,0.08,0.25,0.14,0.11,0.29,0.15,0.14
1979-01-22 21:30:00,-0.3,0.18,263.79,-0.04,0.11,262.26,-0.26,0.07,266.15,0.11,0.08,0.03,0.16,0.1,0.05,0.2,0.11,0.08,0.23,0.12,0.11,0.27,0.13,0.14
1979-01-22 22:00:00,-0.26,0.16,261.51,0,0.08,256.27,-0.27,0.08,266.9,0.09,0.06,0.04,0.14,0.08,0.06,0.18,0.08,0.09,0.21,0.09,0.12,0.25,0.1,0.15
1979-01-22 22:30:00,-0.2,0.12,260.5,0.06,0.05,244.73,-0.26,0.08,270.47,0.07,0.03,0.03,0.1,0.04,0.06,0.13,0.05,0.09,0.17,0.05,0.12,0.2,0.06,0.15
1979-01-22 23:00:00,-0.12,0.06,262.55,0.11,0.02,186.23,-0.23,0.06,280.1,0.03,0.01,0.03,0.05,0.02,0.04,0.07,0.02,0.07,0.09,0.02,0.09,0.11,0.02,0.11
1979-01-22 23:30:00,-0.05,0.01,282.65,0.16,0.04,107.43,-0.21,0.05,286.56,0.01,0.03,0.02,0,0.04,0.04,0.02,0.05,0.06,0.04,0.05,0.09,0.05,0.05,0.11
1979-01-23 00:00:00,-0,0.04,80.96,0.19,0.09,95.78,-0.19,0.05,287.38,0.04,0.06,0.02,0.04,0.08,0.04,0.04,0.09,0.06,0.03,0.1,0.08,0.02,0.1,0.1
1979-01-23 00:30:00,0.02,0.09,87.86,0.22,0.13,93.08,-0.2,0.04,284.33,0.07,0.09,0.02,0.09,0.12,0.03,0.09,0.14,0.05,0.08,0.15,0.07,0.07,0.15,0.08
1979-01-23 01:00:00,0.02,0.12,91.85,0.23,0.17,93.08,-0.21,0.05,276.25,0.1,0.12,0.02,0.12,0.15,0.04,0.12,0.17,0.05,0.11,0.19,0.07,0.1,0.19,0.09
1979-01-23 01:30:00,0.02,0.15,94.58,0.23,0.19,94.08,-0.21,0.04,272.27,0.12,0.14,0.02,0.15,0.18,0.03,0.15,0.2,0.05,0.15,0.21,0.07,0.14,0.22,0.08
1979-01-23 02:00:00,0.01,0.16,96.38,0.22,0.2,95.14,-0.21,0.04,270.67,0.13,0.14,0.02,0.16,0.19,0.03,0.16,0.21,0.05,0.16,0.23,0.07,0.15,0.24,0.09
1979-01-23 02:30:00,-0.01,0.15,97.41,0.2,0.2,95.66,-0.21,0.05,270.71,0.12,0.14,0.02,0.15,0.19,0.04,0.15,0.21,0.06,0.14,0.23,0.08,0.13,0.24,0.1
1979-01-23 03:00:00,-0.04,0.13,97.53,0.17,0.19,95.32,-0.21,0.06,270.38,0.11,0.13,0.03,0.13,0.17,0.04,0.13,0.2,0.07,0.12,0.21,0.09,0.11,0.22,0.11
1979-01-23 03:30:00,-0.09,0.1,96.72,0.13,0.16,94,-0.22,0.06,269.65,0.09,0.11,0.03,0.1,0.15,0.05,0.1,0.17,0.07,0.08,0.18,0.1,0.07,0.19,0.12
1979-01-23 04:00:00,-0.13,0.06,94.56,0.1,0.13,91.55,-0.23,0.07,268.88,0.06,0.09,0.03,0.07,0.12,0.05,0.05,0.13,0.08,0.04,0.14,0.11,0.02,0.15,0.13
1979-01-23 04:30:00,-0.16,0.02,80.15,0.06,0.09,86.76,-0.22,0.07,268.73,0.03,0.06,0.03,0.03,0.08,0.05,0.01,0.09,0.08,0.01,0.1,0.1,0.03,0.1,0.13
1979-01-23 05:00:00,-0.17,0.03,298.18,0.03,0.04,71.96,-0.2,0.07,270.36,0.01,0.03,0.03,0.02,0.04,0.05,0.04,0.05,0.08,0.06,0.05,0.11,0.09,0.05,0.13
1979-01-23 05:30:00,-0.18,0.08,290.33,0,0.02,354.02,-0.18,0.07,273.23,0.04,0.02,0.03,0.06,0.02,0.06,0.09,0.02,0.08,0.12,0.03,0.11,0.15,0.03,0.14
1979-01-23 06:00:00,-0.19,0.12,289.55,-0.02,0.06,308.42,-0.17,0.07,274.47,0.07,0.04,0.03,0.1,0.05,0.05,0.13,0.06,0.08,0.16,0.06,0.11,0.19,0.07,0.14
1979-01-23 06:30:00,-0.21,0.16,289.96,-0.05,0.09,299.84,-0.17,0.07,277.45,0.09,0.06,0.03,0.14,0.08,0.05,0.17,0.09,0.08,0.21,0.1,0.11,0.24,0.11,0.14
1979-01-23 07:00:00,-0.23,0.18,289.8,-0.07,0.12,296.36,-0.16,0.06,277.42,0.11,0.08,0.03,0.16,0.11,0.05,0.19,0.12,0.07,0.23,0.13,0.1,0.26,0.14,0.12
1979-01-23 07:30:00,-0.25,0.2,288.48,-0.09,0.14,293.58,-0.17,0.06,277.38,0.13,0.1,0.03,0.17,0.13,0.05,0.22,0.14,0.07,0.25,0.15,0.1,0.28,0.16,0.12
1979-01-23 08:00:00,-0.27,0.21,286.11,-0.1,0.15,290.5,-0.17,0.06,275.63,0.13,0.11,0.03,0.18,0.14,0.05,0.23,0.15,0.07,0.26,0.17,0.1,0.29,0.17,0.12
1979-01-23 08:30:00,-0.28,0.21,282.72,-0.11,0.15,287.1,-0.17,0.06,271.38,0.13,0.11,0.03,0.18,0.14,0.05,0.23,0.16,0.07,0.26,0.17,0.09,0.29,0.18,0.12
1979-01-23 09:00:00,-0.29,0.21,278.7,-0.12,0.15,283.69,-0.18,0.06,266.84,0.13,0.11,0.03,0.18,0.14,0.05,0.23,0.15,0.07,0.26,0.17,0.1,0.29,0.17,0.12
1979-01-23 09:30:00,-0.3,0.2,274.21,-0.11,0.14,280.47,-0.2,0.06,260.72,0.13,0.1,0.03,0.17,0.13,0.05,0.22,0.14,0.07,0.25,0.15,0.1,0.28,0.16,0.13
1979-01-23 10:00:00,-0.29,0.19,269.83,-0.08,0.12,277.41,-0.21,0.07,257.36,0.12,0.08,0.03,0.16,0.11,0.06,0.21,0.12,0.08,0.24,0.13,0.11,0.28,0.14,0.14
1979-01-23 10:30:00,-0.25,0.17,266.4,-0.05,0.09,274.34,-0.2,0.08,256.86,0.1,0.07,0.03,0.14,0.09,0.06,0.19,0.1,0.09,0.22,0.1,0.12,0.26,0.11,0.15
1979-01-23 11:00:00,-0.2,0.13,264.53,-0.01,0.06,270.92,-0.19,0.07,258.88,0.07,0.04,0.03,0.11,0.06,0.05,0.14,0.06,0.08,0.18,0.07,0.11,0.21,0.07,0.14
1979-01-23 11:30:00,-0.12,0.09,264.32,0.03,0.02,264.41,-0.15,0.07,264.29,0.05,0.02,0.03,0.07,0.02,0.05,0.1,0.02,0.08,0.13,0.03,0.1,0.16,0.03,0.13
1979-01-23 12:00:00,-0.06,0.04,262.24,0.07,0.02,99.53,-0.13,0.06,267.83,0.01,0.01,0.03,0.03,0.02,0.04,0.05,0.02,0.07,0.07,0.02,0.09,0.09,0.02,0.11
1979-01-23 12:30:00,-0.02,0.01,167.82,0.1,0.06,93.2,-0.13,0.06,264.12,0.02,0.04,0.03,0.01,0.06,0.05,0.01,0.07,0.07,0.03,0.07,0.1,0.05,0.07,0.12
1979-01-23 13:00:00,0.01,0.05,104.77,0.13,0.11,93.07,-0.12,0.06,262.84,0.05,0.07,0.03,0.06,0.1,0.04,0.05,0.11,0.07,0.03,0.12,0.09,0.02,0.12,0.11
1979-01-23 13:30:00,0.02,0.08,104.14,0.15,0.14,94.4,-0.13,0.06,262.16,0.07,0.1,0.03,0.08,0.13,0.05,0.08,0.15,0.07,0.06,0.16,0.1,0.05,0.16,0.12
1979-01-23 14:00:00,0.02,0.1,104.97,0.15,0.17,96.27,-0.13,0.07,263.82,0.09,0.12,0.03,0.1,0.16,0.05,0.1,0.17,0.08,0.08,0.19,0.11,0.07,0.2,0.14
1979-01-23 14:30:00,0.02,0.12,106.03,0.14,0.18,98.04,-0.12,0.06,263.01,0.1,0.13,0.03,0.12,0.17,0.05,0.12,0.19,0.07,0.11,0.2,0.1,0.1,0.21,0.13
1979-01-23 15:00:00,-0,0.11,106.97,0.12,0.18,99.26,-0.12,0.07,267.69,0.1,0.13,0.03,0.11,0.17,0.06,0.11,0.19,0.09,0.09,0.2,0.11,0.08,0.21,0.14
1979-01-23 15:30:00,-0.03,0.1,108.16,0.09,0.17,99.74,-0.12,0.07,267.91,0.09,0.12,0.03,0.1,0.16,0.05,0.1,0.18,0.08,0.08,0.19,0.11,0.07,0.2,0.14
1979-01-23 16:00:00,-0.06,0.08,108.84,0.06,0.15,99.62,-0.13,0.07,268.87,0.07,0.1,0.03,0.08,0.14,0.05,0.08,0.15,0.08,0.06,0.16,0.11,0.05,0.17,0.13
1979-01-23 16:30:00,-0.09,0.05,110.07,0.04,0.12,99.34,-0.13,0.07,271.47,0.05,0.08,0.03,0.06,0.11,0.05,0.04,0.12,0.08,0.03,0.13,0.11,0.02,0.14,0.13
1979-01-23 17:00:00,-0.11,0.01,137.87,0.01,0.08,99.46,-0.13,0.07,274.58,0.02,0.06,0.03,0.02,0.07,0.06,0.01,0.08,0.08,0.03,0.09,0.11,0.05,0.09,0.14
1979-01-23 17:30:00,-0.14,0.04,272.17,-0.01,0.04,100.61,-0.13,0.08,276.44,0.01,0.03,0.04,0.02,0.04,0.06,0.05,0.04,0.09,0.08,0.05,0.13,0.11,0.05,0.16
1979-01-23 18:00:00,-0.15,0.08,278.25,-0.03,0,169.33,-0.12,0.08,278.98,0.04,0,0.04,0.06,0,0.06,0.09,0,0.09,0.12,0,0.13,0.16,0,0.16
1979-01-23 18:30:00,-0.17,0.12,280.84,-0.04,0.04,279.83,-0.13,0.08,281.32,0.06,0.03,0.04,0.1,0.04,0.06,0.13,0.04,0.09,0.17,0.04,0.13,0.2,0.05,0.16
1979-01-23 19:00:00,-0.18,0.16,282.31,-0.06,0.07,281.38,-0.12,0.09,283.1,0.09,0.05,0.04,0.13,0.07,0.07,0.18,0.08,0.1,0.22,0.08,0.14,0.26,0.09,0.17
1979-01-23 19:30:00,-0.2,0.18,281.98,-0.07,0.1,281.67,-0.13,0.08,282.38,0.11,0.07,0.03,0.15,0.09,0.06,0.2,0.11,0.09,0.24,0.11,0.12,0.27,0.12,0.15
1979-01-23 20:00:00,-0.2,0.2,280.23,-0.08,0.12,280.85,-0.12,0.08,279.27,0.12,0.09,0.03,0.17,0.11,0.06,0.22,0.13,0.09,0.26,0.14,0.12,0.3,0.14,0.15
1979-01-23 20:30:00,-0.2,0.21,277.32,-0.09,0.13,279.05,-0.11,0.08,274.25,0.13,0.1,0.03,0.18,0.12,0.06,0.23,0.14,0.09,0.27,0.15,0.12,0.3,0.16,0.15
1979-01-23 21:00:00,-0.2,0.21,273.48,-0.09,0.14,276.55,-0.11,0.07,267.37,0.13,0.1,0.03,0.18,0.13,0.05,0.23,0.15,0.08,0.26,0.16,0.11,0.3,0.16,0.14
1979-01-23 21:30:00,-0.2,0.22,269.08,-0.08,0.14,273.62,-0.12,0.08,261.47,0.13,0.1,0.04,0.19,0.13,0.06,0.24,0.14,0.1,0.28,0.15,0.13,0.32,0.16,0.16
1979-01-23 22:00:00,-0.19,0.22,264.96,-0.06,0.13,270.28,-0.13,0.09,257.51,0.13,0.09,0.04,0.19,0.12,0.07,0.24,0.13,0.11,0.29,0.14,0.14,0.33,0.15,0.18
1979-01-23 22:30:00,-0.17,0.21,261.24,-0.03,0.11,266.25,-0.14,0.1,255.59,0.12,0.08,0.04,0.18,0.1,0.08,0.23,0.12,0.11,0.28,0.12,0.15,0.32,0.13,0.19
1979-01-23 23:00:00,-0.13,0.2,258.03,0.01,0.09,260.72,-0.15,0.11,255.95,0.11,0.06,0.05,0.17,0.08,0.09,0.22,0.09,0.13,0.27,0.1,0.18,0.32,0.1,0.22
1979-01-23 23:30:00,-0.07,0.17,255.53,0.06,0.06,251.02,-0.13,0.11,257.76,0.09,0.04,0.05,0.14,0.05,0.09,0.19,0.06,0.13,0.24,0.06,0.18,0.29,0.07,0.22
1979-01-24 00:00:00,0.01,0.13,255.93,0.11,0.02,217.26,-0.1,0.11,263.73,0.06,0.02,0.05,0.1,0.02,0.09,0.15,0.03,0.13,0.19,0.03,0.17,0.24,0.03,0.22
1979-01-24 00:30:00,0.08,0.08,257.81,0.15,0.03,122.19,-0.07,0.11,270.36,0.03,0.02,0.05,0.06,0.03,0.08,0.1,0.03,0.12,0.14,0.04,0.17,0.18,0.04,0.21
1979-01-24 01:00:00,0.13,0.03,258.8,0.18,0.07,101.49,-0.06,0.1,274.97,0.01,0.05,0.05,0.01,0.07,0.08,0.04,0.08,0.12,0.08,0.08,0.16,0.11,0.09,0.2
1979-01-24 01:30:00,0.15,0.02,102.19,0.21,0.11,96.4,-0.06,0.09,275.18,0.04,0.08,0.04,0.03,0.11,0.07,0.01,0.12,0.11,0.02,0.13,0.15,0.05,0.13,0.19
1979-01-24 02:00:00,0.16,0.06,96.23,0.22,0.15,95.01,-0.07,0.09,274.2,0.07,0.11,0.04,0.07,0.14,0.07,0.05,0.16,0.11,0.03,0.17,0.14,0,0.18,0.18
1979-01-24 02:30:00,0.16,0.09,96.56,0.23,0.18,94.86,-0.07,0.09,273.1,0.09,0.13,0.04,0.1,0.16,0.07,0.08,0.18,0.1,0.06,0.2,0.14,0.04,0.21,0.17
1979-01-24 03:00:00,0.15,0.1,96.5,0.22,0.19,94.84,-0.07,0.09,273.04,0.1,0.14,0.04,0.11,0.18,0.07,0.09,0.2,0.11,0.07,0.21,0.14,0.04,0.22,0.18
1979-01-24 03:30:00,0.13,0.11,96.04,0.19,0.19,94.35,-0.07,0.08,272.12,0.1,0.14,0.04,0.12,0.18,0.06,0.1,0.2,0.1,0.09,0.22,0.13,0.06,0.23,0.16
1979-01-24 04:00:00,0.09,0.1,94.01,0.16,0.18,93.09,-0.08,0.08,271.99,0.09,0.13,0.04,0.11,0.17,0.06,0.09,0.19,0.1,0.07,0.2,0.13,0.05,0.21,0.16
1979-01-24 04:30:00,0.05,0.08,91.06,0.13,0.16,91.03,-0.08,0.08,270.99,0.08,0.12,0.04,0.09,0.15,0.06,0.07,0.17,0.1,0.05,0.18,0.13,0.03,0.19,0.16
1979-01-24 05:00:00,0.02,0.05,83.52,0.09,0.13,88.01,-0.07,0.08,270.66,0.06,0.1,0.04,0.06,0.12,0.06,0.04,0.14,0.1,0.02,0.15,0.13,0.01,0.16,0.17
1979-01-24 05:30:00,-0.01,0.02,48.83,0.06,0.1,83.03,-0.07,0.08,270.77,0.03,0.07,0.04,0.03,0.09,0.06,0.01,0.1,0.1,0.03,0.11,0.13,0.05,0.12,0.16
1979-01-24 06:00:00,-0.04,0.03,304.84,0.03,0.06,71.55,-0.07,0.08,268.37,0.01,0.04,0.04,0.02,0.06,0.06,0.04,0.06,0.1,0.07,0.07,0.13,0.1,0.07,0.16
1979-01-24 06:30:00,-0.06,0.08,290.26,-0,0.03,31.34,-0.06,0.09,270.06,0.03,0.02,0.04,0.06,0.03,0.07,0.09,0.03,0.11,0.13,0.04,0.14,0.16,0.04,0.18
1979-01-24 07:00:00,-0.07,0.12,287.43,-0.03,0.04,327.51,-0.04,0.09,269.84,0.06,0.03,0.04,0.1,0.04,0.07,0.14,0.04,0.11,0.17,0.05,0.14,0.21,0.05,0.18
1979-01-24 07:30:00,-0.08,0.16,287.11,-0.05,0.07,306.77,-0.03,0.09,271.96,0.09,0.05,0.04,0.13,0.07,0.07,0.18,0.08,0.11,0.22,0.08,0.15,0.26,0.09,0.18
1979-01-24 08:00:00,-0.09,0.18,286.78,-0.07,0.1,298.76,-0.03,0.08,272.22,0.11,0.07,0.04,0.15,0.09,0.06,0.2,0.11,0.1,0.24,0.11,0.13,0.27,0.12,0.16
1979-01-24 08:30:00,-0.1,0.2,285.89,-0.08,0.12,293.71,-0.02,0.08,273.68,0.12,0.09,0.04,0.17,0.11,0.06,0.22,0.13,0.09,0.26,0.14,0.12,0.29,0.14,0.16
1979-01-24 09:00:00,-0.1,0.21,284.33,-0.09,0.14,289.59,-0.01,0.07,274.16,0.13,0.1,0.03,0.18,0.13,0.06,0.23,0.14,0.08,0.27,0.16,0.11,0.3,0.16,0.14
1979-01-24 09:30:00,-0.1,0.21,282.15,-0.1,0.15,285.92,-0,0.06,273.11,0.13,0.11,0.03,0.18,0.14,0.05,0.23,0.15,0.07,0.26,0.17,0.1,0.29,0.17,0.12
1979-01-24 10:00:00,-0.1,0.21,279.53,-0.1,0.15,282.56,-0,0.06,271.89,0.13,0.11,0.03,0.18,0.14,0.05,0.23,0.16,0.07,0.26,0.17,0.09,0.29,0.18,0.12
