Date Created [UTC]	: 2024-05-31 07:26:55
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-HD-WRF
Water Depth [mMSL]	: 40.700000
Cell Size [m]		: 3554.800000
Start Date [UTC]	: 1979-01-01 01:00:00
End Date [UTC]		: 2023-09-30 23:30:00
Time Step [s]		: 1800.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Water Level (WL) [mMSL],Current Speed (CS) [m/s],Current Direction (CD) [\Deg.N-to],Water Level - Tide (WL_{Tide}) [mMSL],Current Speed - Tide (CS_{Tide}) [m/s],Current Direction - Tide (CD_{Tide}) [\Deg.N-to],Water Level - Residual (WL_{Residual}) [m],Current Speed - Residual (CS_{Residual}) [m/s],Current Direction - Residual (CD_{Residual}) [\Deg.N-to],Current Speed - Total at 5% of Water Column (CS_{5%}) [m/s],Current Speed - Tide at 5% of Water Column (CS_{Tide-5%}) [m/s],Current Speed - Residual at 5% of Water Column (CS_{Residual-5%}) [m/s],Current Speed - Total at 25% of Water Column (CS_{25%}) [m/s],Current Speed - Tide at 25% of Water Column (CS_{Tide-25%}) [m/s],Current Speed - Residual at 25% of Water Column (CS_{Residual-25%}) [m/s],Current Speed - Total at 50% of Water Column (CS_{50%}) [m/s],Current Speed - Tide at 50% of Water Column (CS_{Tide-50%}) [m/s],Current Speed - Residual at 50% of Water Column (CS_{Residual-50%}) [m/s],Current Speed - Total at 75% of Water Column (CS_{75%}) [m/s],Current Speed - Tide at 75% of Water Column (CS_{Tide-75%}) [m/s],Current Speed - Residual at 75% of Water Column (CS_{Residual-75%}) [m/s],Current Speed - Total at 100% of Water Column (CS_{100%}) [m/s],Current Speed - Tide at 100% of Water Column (CS_{Tide-100%}) [m/s],Current Speed - Residual at 100% of Water Column (CS_{Residual-100%}) [m/s]

1979-01-01 01:00:00,-0.03,0.05,236.66,0.01,0.12,283.38,-0.04,0.09,126.06,0.05,0.09,0.04,0.05,0.11,0.07,0.05,0.13,0.11,0.06,0.13,0.15,0.08,0.14,0.18
1979-01-01 01:30:00,-0.03,0.07,244.91,-0.02,0.19,283.99,-0.01,0.14,122.05,0.08,0.13,0.06,0.08,0.18,0.11,0.07,0.2,0.16,0.07,0.21,0.22,0.1,0.22,0.28
1979-01-01 02:00:00,-0.02,0.09,254.36,-0.05,0.24,284.85,0.03,0.17,120.35,0.1,0.17,0.08,0.1,0.22,0.13,0.08,0.25,0.2,0.07,0.27,0.27,0.1,0.28,0.33
1979-01-01 02:30:00,-0.02,0.11,263.17,-0.09,0.28,285.03,0.07,0.18,118.29,0.12,0.2,0.08,0.13,0.26,0.14,0.1,0.29,0.21,0.07,0.31,0.28,0.08,0.32,0.35
1979-01-01 03:00:00,-0,0.13,272.73,-0.12,0.29,284.02,0.11,0.16,112.95,0.13,0.2,0.07,0.15,0.27,0.12,0.12,0.3,0.19,0.08,0.32,0.26,0.05,0.34,0.32
1979-01-01 03:30:00,-0,0.14,280.24,-0.13,0.28,281.5,0.13,0.14,102.71,0.14,0.2,0.06,0.15,0.26,0.11,0.13,0.3,0.17,0.09,0.32,0.22,0.05,0.33,0.28
1979-01-01 04:00:00,-0.03,0.13,285.55,-0.13,0.26,277.49,0.1,0.14,89.82,0.13,0.19,0.06,0.14,0.24,0.1,0.12,0.27,0.16,0.09,0.29,0.21,0.06,0.31,0.27
1979-01-01 04:30:00,-0.06,0.11,287.35,-0.11,0.23,272.65,0.04,0.13,80.2,0.11,0.16,0.06,0.12,0.22,0.1,0.1,0.24,0.15,0.08,0.26,0.2,0.06,0.27,0.25
1979-01-01 05:00:00,-0.08,0.1,286.77,-0.06,0.19,268.39,-0.02,0.1,70.31,0.09,0.14,0.05,0.11,0.18,0.08,0.09,0.2,0.12,0.08,0.21,0.16,0.07,0.22,0.2
1979-01-01 05:30:00,-0.09,0.08,282.67,-0.01,0.14,266.93,-0.09,0.06,67.36,0.07,0.1,0.03,0.08,0.13,0.05,0.08,0.14,0.08,0.07,0.15,0.1,0.06,0.16,0.13
1979-01-01 06:00:00,-0.08,0.06,268.38,0.06,0.07,274.41,-0.14,0.01,122.65,0.05,0.05,0.01,0.06,0.07,0.01,0.06,0.07,0.02,0.06,0.08,0.02,0.06,0.08,0.03
1979-01-01 06:30:00,-0.06,0.07,241.94,0.13,0.03,15.12,-0.19,0.09,228.92,0.03,0.02,0.04,0.05,0.03,0.07,0.08,0.03,0.11,0.12,0.03,0.14,0.15,0.03,0.18
1979-01-01 07:00:00,-0.02,0.09,223.96,0.19,0.11,62.63,-0.21,0.19,234.04,0.02,0.07,0.09,0.05,0.1,0.15,0.12,0.11,0.22,0.19,0.12,0.3,0.26,0.12,0.38
1979-01-01 07:30:00,-0.01,0.1,219.58,0.23,0.19,71.62,-0.25,0.28,240.68,0.03,0.13,0.12,0.05,0.18,0.21,0.14,0.2,0.32,0.23,0.21,0.44,0.33,0.22,0.55
1979-01-01 08:00:00,-0.06,0.09,231.94,0.25,0.26,77.45,-0.31,0.35,251.04,0.04,0.19,0.15,0.03,0.24,0.26,0.13,0.27,0.4,0.25,0.29,0.54,0.37,0.31,0.68
1979-01-01 08:30:00,-0.16,0.08,271.08,0.24,0.32,82.32,-0.41,0.4,264.07,0.05,0.23,0.18,0.01,0.3,0.3,0.13,0.33,0.46,0.27,0.36,0.62,0.41,0.37,0.78
1979-01-01 09:00:00,-0.25,0.1,306.63,0.21,0.35,86.43,-0.47,0.44,274.95,0.07,0.25,0.19,0.05,0.33,0.33,0.15,0.37,0.51,0.29,0.39,0.68,0.45,0.41,0.85
1979-01-01 09:30:00,-0.29,0.11,327.87,0.17,0.37,89.81,-0.46,0.43,282.24,0.08,0.26,0.19,0.07,0.34,0.33,0.16,0.38,0.5,0.29,0.41,0.68,0.44,0.43,0.85
1979-01-01 10:00:00,-0.31,0.12,343.46,0.13,0.35,92.64,-0.44,0.41,288.77,0.09,0.25,0.18,0.09,0.33,0.31,0.16,0.37,0.47,0.28,0.39,0.64,0.42,0.41,0.8
1979-01-01 10:30:00,-0.32,0.13,355.28,0.09,0.32,95.34,-0.41,0.36,295.93,0.09,0.23,0.16,0.1,0.29,0.28,0.16,0.33,0.42,0.27,0.35,0.57,0.39,0.37,0.71
1979-01-01 11:00:00,-0.29,0.13,8.9,0.06,0.26,98.6,-0.35,0.29,304.8,0.09,0.19,0.13,0.11,0.25,0.22,0.15,0.28,0.34,0.23,0.29,0.46,0.33,0.31,0.58
1979-01-01 11:30:00,-0.17,0.11,35.04,0.04,0.2,103.67,-0.21,0.19,316.68,0.08,0.14,0.08,0.1,0.18,0.14,0.12,0.21,0.22,0.16,0.22,0.29,0.21,0.23,0.37
1979-01-01 12:00:00,-0.04,0.1,69.84,0.03,0.12,114.07,-0.07,0.09,347.66,0.07,0.09,0.04,0.09,0.11,0.07,0.11,0.13,0.1,0.12,0.14,0.13,0.14,0.14,0.17
1979-01-01 12:30:00,-0.02,0.09,97.81,0.02,0.06,149.82,-0.04,0.07,59.22,0.05,0.04,0.03,0.07,0.05,0.05,0.1,0.06,0.08,0.13,0.06,0.11,0.15,0.07,0.14
1979-01-01 13:00:00,-0.08,0.07,146.94,0.01,0.07,233.17,-0.09,0.09,101.03,0.04,0.05,0.04,0.06,0.06,0.07,0.08,0.07,0.11,0.11,0.08,0.15,0.14,0.08,0.18
1979-01-01 13:30:00,-0.13,0.11,195.08,-0,0.13,258.12,-0.13,0.13,128.11,0.07,0.09,0.06,0.1,0.12,0.1,0.12,0.14,0.15,0.15,0.15,0.2,0.19,0.15,0.25
1979-01-01 14:00:00,-0.12,0.15,214.91,-0.02,0.19,266.73,-0.1,0.15,136.5,0.11,0.14,0.07,0.14,0.18,0.12,0.16,0.2,0.18,0.19,0.21,0.24,0.23,0.22,0.3
1979-01-01 14:30:00,-0.07,0.18,225.38,-0.04,0.24,270.85,-0.03,0.17,139.47,0.13,0.17,0.08,0.17,0.22,0.13,0.19,0.25,0.2,0.22,0.27,0.27,0.26,0.28,0.33
1979-01-01 15:00:00,0.02,0.19,229.72,-0.06,0.27,272.41,0.08,0.18,137.24,0.14,0.19,0.08,0.18,0.25,0.14,0.2,0.28,0.21,0.22,0.3,0.28,0.26,0.31,0.36
1979-01-01 15:30:00,0.14,0.19,229.59,-0.08,0.28,271.74,0.21,0.19,133.96,0.15,0.2,0.08,0.18,0.26,0.14,0.2,0.29,0.22,0.22,0.31,0.3,0.25,0.33,0.37
1979-01-01 16:00:00,0.24,0.2,227.06,-0.08,0.28,269.01,0.32,0.19,135.05,0.15,0.2,0.08,0.19,0.26,0.14,0.21,0.29,0.22,0.23,0.31,0.29,0.27,0.32,0.36
1979-01-01 16:30:00,0.35,0.21,220.91,-0.06,0.26,264.65,0.41,0.18,137.7,0.15,0.18,0.08,0.19,0.24,0.14,0.22,0.27,0.21,0.26,0.29,0.28,0.3,0.3,0.36
1979-01-01 17:00:00,0.46,0.24,212.35,-0.02,0.23,259.69,0.48,0.19,148.03,0.15,0.16,0.08,0.21,0.22,0.14,0.26,0.24,0.22,0.31,0.26,0.3,0.37,0.27,0.37
1979-01-01 17:30:00,0.51,0.25,205.47,0.04,0.19,255.55,0.47,0.19,156.46,0.15,0.14,0.09,0.21,0.18,0.15,0.28,0.2,0.23,0.34,0.21,0.3,0.41,0.22,0.38
1979-01-01 18:00:00,0.49,0.24,200.71,0.11,0.13,253.68,0.38,0.19,167.35,0.13,0.09,0.09,0.2,0.12,0.15,0.27,0.14,0.22,0.34,0.15,0.3,0.41,0.15,0.38
1979-01-01 18:30:00,0.45,0.2,194.41,0.19,0.06,258.06,0.25,0.18,178.62,0.1,0.04,0.08,0.16,0.05,0.14,0.23,0.06,0.21,0.3,0.06,0.28,0.37,0.06,0.36
1979-01-01 19:00:00,0.44,0.16,180.56,0.27,0.04,55.28,0.17,0.18,190.16,0.07,0.03,0.08,0.12,0.03,0.14,0.19,0.04,0.21,0.26,0.04,0.29,0.33,0.04,0.36
1979-01-01 19:30:00,0.46,0.14,158.55,0.33,0.13,67.54,0.12,0.19,201.5,0.07,0.09,0.09,0.11,0.12,0.15,0.16,0.14,0.23,0.23,0.15,0.3,0.29,0.15,0.38
1979-01-01 20:00:00,0.5,0.14,136.45,0.37,0.22,72.3,0.13,0.2,214.24,0.1,0.16,0.09,0.13,0.21,0.16,0.15,0.23,0.24,0.2,0.25,0.32,0.25,0.26,0.4
1979-01-01 20:30:00,0.55,0.13,112.64,0.38,0.3,76.48,0.17,0.21,234.64,0.13,0.21,0.09,0.14,0.27,0.16,0.12,0.31,0.24,0.12,0.33,0.32,0.15,0.35,0.4
1979-01-01 21:00:00,0.58,0.14,82.78,0.36,0.35,80.23,0.22,0.21,258.53,0.15,0.25,0.09,0.16,0.32,0.16,0.12,0.36,0.24,0.06,0.39,0.33,0.01,0.41,0.41
1979-01-01 21:30:00,0.6,0.17,60.25,0.32,0.38,83.31,0.28,0.23,279.98,0.17,0.27,0.1,0.19,0.35,0.18,0.16,0.39,0.27,0.13,0.42,0.36,0.13,0.44,0.45
1979-01-01 22:00:00,0.59,0.2,50.04,0.27,0.38,85.62,0.32,0.25,293.45,0.18,0.27,0.11,0.21,0.35,0.19,0.2,0.4,0.29,0.2,0.43,0.39,0.23,0.45,0.49
1979-01-01 22:30:00,0.53,0.22,45.84,0.22,0.36,87.24,0.31,0.25,303.54,0.18,0.26,0.11,0.22,0.34,0.19,0.22,0.38,0.28,0.25,0.4,0.38,0.29,0.42,0.48
1979-01-01 23:00:00,0.43,0.23,42.89,0.18,0.32,88.43,0.25,0.23,314.23,0.17,0.23,0.1,0.22,0.3,0.17,0.24,0.33,0.27,0.28,0.36,0.36,0.33,0.37,0.45
1979-01-01 23:30:00,0.3,0.23,37.36,0.14,0.26,89.46,0.16,0.22,326.47,0.15,0.18,0.1,0.2,0.24,0.16,0.25,0.27,0.25,0.3,0.29,0.34,0.36,0.3,0.42
1979-01-02 00:00:00,0.17,0.23,27.52,0.11,0.18,90.38,0.06,0.22,339.67,0.13,0.13,0.1,0.19,0.17,0.17,0.26,0.19,0.25,0.33,0.2,0.34,0.4,0.21,0.43
1979-01-02 00:30:00,0.05,0.23,14.14,0.08,0.1,90.3,-0.04,0.23,349.93,0.11,0.07,0.1,0.18,0.09,0.17,0.26,0.1,0.26,0.35,0.11,0.35,0.44,0.11,0.44
1979-01-02 01:00:00,-0.04,0.22,358.86,0.06,0.01,46.43,-0.1,0.21,357.01,0.1,0.01,0.09,0.17,0.01,0.16,0.25,0.01,0.25,0.34,0.01,0.33,0.43,0.01,0.42
1979-01-02 01:30:00,-0.1,0.22,342.54,0.03,0.08,284.51,-0.13,0.19,3.58,0.11,0.06,0.08,0.17,0.07,0.14,0.25,0.08,0.22,0.32,0.09,0.3,0.4,0.09,0.37
1979-01-02 02:00:00,-0.12,0.23,326.55,-0,0.16,284.32,-0.12,0.16,9.32,0.14,0.11,0.07,0.19,0.15,0.12,0.25,0.16,0.18,0.31,0.17,0.24,0.37,0.18,0.3
1979-01-02 02:30:00,-0.13,0.26,314.48,-0.04,0.22,285.42,-0.1,0.13,11.55,0.17,0.15,0.06,0.23,0.2,0.1,0.28,0.23,0.15,0.32,0.24,0.2,0.37,0.26,0.25
1979-01-02 03:00:00,-0.15,0.3,307.89,-0.07,0.26,286.14,-0.08,0.11,7.97,0.2,0.19,0.05,0.27,0.24,0.09,0.32,0.27,0.13,0.36,0.29,0.17,0.4,0.31,0.22
1979-01-02 03:30:00,-0.18,0.33,305.2,-0.11,0.29,285.86,-0.07,0.11,3.22,0.22,0.2,0.05,0.3,0.27,0.09,0.35,0.3,0.13,0.4,0.32,0.17,0.44,0.33,0.22
1979-01-02 04:00:00,-0.2,0.34,304.12,-0.14,0.29,284.2,-0.06,0.12,0.66,0.22,0.21,0.05,0.3,0.27,0.09,0.36,0.3,0.14,0.41,0.32,0.19,0.46,0.34,0.23
1979-01-02 04:30:00,-0.22,0.32,303.45,-0.15,0.28,281.05,-0.07,0.12,3.75,0.21,0.2,0.05,0.29,0.26,0.09,0.34,0.29,0.14,0.39,0.31,0.19,0.43,0.33,0.24
1979-01-02 05:00:00,-0.2,0.27,303.16,-0.15,0.26,276.83,-0.05,0.12,13.61,0.18,0.18,0.05,0.24,0.24,0.09,0.29,0.27,0.14,0.32,0.28,0.19,0.36,0.3,0.24
1979-01-02 05:30:00,-0.16,0.22,304.73,-0.12,0.22,272.66,-0.04,0.12,19.63,0.15,0.16,0.05,0.2,0.21,0.09,0.23,0.23,0.14,0.26,0.25,0.19,0.3,0.26,0.24
1979-01-02 06:00:00,-0.11,0.18,311.67,-0.07,0.18,270.47,-0.04,0.13,19.7,0.12,0.13,0.06,0.16,0.16,0.1,0.19,0.18,0.15,0.23,0.2,0.2,0.26,0.21,0.25
1979-01-02 06:30:00,-0.05,0.13,328.41,-0.01,0.12,273.75,-0.04,0.11,25.89,0.08,0.08,0.05,0.11,0.11,0.09,0.14,0.12,0.13,0.18,0.13,0.18,0.21,0.14,0.22
1979-01-02 07:00:00,-0,0.11,358.44,0.06,0.05,300.12,-0.07,0.09,26.98,0.06,0.04,0.04,0.09,0.05,0.07,0.12,0.05,0.11,0.16,0.06,0.15,0.2,0.06,0.18
1979-01-02 07:30:00,0.02,0.13,27.77,0.13,0.06,37.98,-0.12,0.07,18.67,0.07,0.04,0.03,0.11,0.06,0.05,0.14,0.06,0.08,0.18,0.07,0.11,0.21,0.07,0.14
1979-01-02 08:00:00,0.02,0.16,47.64,0.19,0.14,62.79,-0.17,0.04,348.29,0.11,0.1,0.02,0.14,0.13,0.03,0.17,0.15,0.05,0.19,0.16,0.07,0.21,0.17,0.08
1979-01-02 08:30:00,0.01,0.19,60.13,0.22,0.22,72.16,-0.21,0.05,299.35,0.14,0.16,0.02,0.18,0.21,0.04,0.19,0.23,0.06,0.2,0.25,0.08,0.2,0.26,0.11
1979-01-02 09:00:00,-0.03,0.22,68.61,0.23,0.29,78.71,-0.26,0.08,286.86,0.17,0.2,0.04,0.21,0.27,0.06,0.22,0.3,0.09,0.22,0.32,0.13,0.21,0.34,0.16
1979-01-02 09:30:00,-0.05,0.23,73.92,0.21,0.34,84.03,-0.26,0.12,284.36,0.19,0.24,0.05,0.23,0.31,0.09,0.23,0.35,0.13,0.21,0.37,0.18,0.19,0.39,0.23
1979-01-02 10:00:00,-0.07,0.23,77.42,0.17,0.36,88.39,-0.24,0.14,286.51,0.2,0.25,0.06,0.23,0.33,0.11,0.22,0.37,0.16,0.2,0.4,0.22,0.18,0.42,0.27
1979-01-02 10:30:00,-0.07,0.22,80.44,0.13,0.36,91.94,-0.2,0.15,288.84,0.19,0.25,0.07,0.23,0.33,0.11,0.21,0.37,0.18,0.19,0.4,0.24,0.16,0.42,0.3
1979-01-02 11:00:00,-0.07,0.19,82.66,0.09,0.34,95.07,-0.16,0.16,290.05,0.17,0.24,0.07,0.2,0.31,0.12,0.18,0.35,0.18,0.15,0.38,0.25,0.13,0.39,0.31
1979-01-02 11:30:00,-0.08,0.15,83.97,0.06,0.3,98.39,-0.14,0.16,292.32,0.14,0.21,0.07,0.16,0.27,0.12,0.14,0.31,0.18,0.11,0.33,0.24,0.09,0.35,0.3
1979-01-02 12:00:00,-0.12,0.1,84.07,0.04,0.24,102.96,-0.16,0.15,295.74,0.11,0.17,0.06,0.11,0.22,0.11,0.09,0.25,0.17,0.07,0.26,0.23,0.06,0.28,0.29
1979-01-02 12:30:00,-0.16,0.04,76.23,0.03,0.17,110.92,-0.19,0.14,300.5,0.06,0.12,0.06,0.06,0.16,0.1,0.03,0.17,0.16,0.04,0.19,0.21,0.08,0.2,0.27
1979-01-02 13:00:00,-0.2,0.03,295.41,0.02,0.1,129.76,-0.22,0.13,306.38,0.01,0.07,0.06,0.01,0.09,0.1,0.05,0.1,0.15,0.09,0.11,0.2,0.13,0.11,0.25
1979-01-02 13:30:00,-0.22,0.09,280.85,0.01,0.06,189.52,-0.23,0.11,313.39,0.04,0.04,0.05,0.07,0.05,0.08,0.1,0.06,0.13,0.14,0.06,0.17,0.18,0.07,0.21
1979-01-02 14:00:00,-0.23,0.14,275.73,-0,0.1,242.4,-0.23,0.08,320.16,0.09,0.07,0.03,0.12,0.09,0.06,0.15,0.1,0.09,0.18,0.11,0.12,0.21,0.12,0.15
1979-01-02 14:30:00,-0.22,0.19,271.41,-0.02,0.16,258.98,-0.2,0.05,317.64,0.13,0.11,0.02,0.17,0.15,0.04,0.2,0.17,0.06,0.23,0.18,0.07,0.25,0.19,0.09
1979-01-02 15:00:00,-0.21,0.23,267.81,-0.04,0.21,266.16,-0.18,0.02,287.02,0.16,0.15,0.01,0.21,0.2,0.01,0.24,0.22,0.02,0.26,0.24,0.03,0.28,0.25,0.04
1979-01-02 15:30:00,-0.21,0.25,264.55,-0.06,0.25,269.52,-0.16,0.02,177.33,0.18,0.18,0.01,0.23,0.23,0.02,0.26,0.26,0.03,0.28,0.28,0.03,0.29,0.29,0.04
1979-01-02 16:00:00,-0.22,0.27,260.96,-0.08,0.27,270.26,-0.14,0.04,174.51,0.19,0.19,0.02,0.25,0.25,0.03,0.28,0.28,0.05,0.3,0.3,0.07,0.32,0.32,0.09
1979-01-02 16:30:00,-0.24,0.27,257.34,-0.09,0.28,268.74,-0.15,0.05,166.67,0.19,0.2,0.02,0.25,0.26,0.04,0.28,0.29,0.06,0.3,0.31,0.08,0.32,0.32,0.11
1979-01-02 17:00:00,-0.25,0.27,252.86,-0.09,0.27,265.33,-0.17,0.06,171.11,0.19,0.19,0.03,0.25,0.25,0.04,0.28,0.28,0.07,0.31,0.3,0.09,0.32,0.31,0.11
1979-01-02 17:30:00,-0.24,0.25,246.74,-0.06,0.25,260.86,-0.18,0.06,165.38,0.18,0.18,0.03,0.23,0.23,0.05,0.26,0.26,0.07,0.28,0.28,0.1,0.3,0.29,0.12
1979-01-02 18:00:00,-0.18,0.21,238.26,-0.01,0.22,256.56,-0.17,0.07,152.2,0.15,0.15,0.03,0.19,0.2,0.05,0.22,0.22,0.08,0.24,0.24,0.11,0.25,0.25,0.13
1979-01-02 18:30:00,-0.08,0.15,224.86,0.06,0.17,253.79,-0.14,0.08,136.8,0.11,0.12,0.04,0.14,0.16,0.06,0.16,0.17,0.09,0.17,0.19,0.13,0.19,0.2,0.16
1979-01-02 19:00:00,0.05,0.09,190.68,0.14,0.1,254.25,-0.1,0.1,126.96,0.06,0.07,0.04,0.08,0.09,0.08,0.1,0.11,0.12,0.13,0.11,0.16,0.16,0.12,0.2
1979-01-02 19:30:00,0.18,0.1,127.1,0.23,0.02,279.31,-0.05,0.12,122.65,0.04,0.01,0.05,0.07,0.02,0.09,0.12,0.02,0.14,0.16,0.02,0.18,0.21,0.02,0.23
1979-01-02 20:00:00,0.26,0.17,102.68,0.3,0.08,62.94,-0.04,0.12,126.95,0.09,0.06,0.05,0.14,0.07,0.09,0.19,0.08,0.14,0.24,0.09,0.19,0.29,0.09,0.24
1979-01-02 20:30:00,0.29,0.23,96.34,0.35,0.17,69.85,-0.07,0.11,140.98,0.14,0.12,0.05,0.2,0.16,0.08,0.25,0.18,0.13,0.29,0.19,0.17,0.33,0.2,0.21
1979-01-02 21:00:00,0.29,0.28,95.2,0.38,0.25,74.53,-0.09,0.1,159.65,0.19,0.18,0.04,0.25,0.23,0.08,0.3,0.26,0.11,0.33,0.28,0.15,0.37,0.3,0.19
1979-01-02 21:30:00,0.27,0.32,94.81,0.37,0.32,78.73,-0.1,0.09,175.69,0.22,0.23,0.04,0.29,0.29,0.07,0.33,0.33,0.1,0.36,0.35,0.14,0.39,0.37,0.17
1979-01-02 22:00:00,0.26,0.33,93.88,0.34,0.36,82.33,-0.09,0.08,201.83,0.24,0.26,0.03,0.31,0.33,0.06,0.34,0.37,0.09,0.36,0.4,0.12,0.37,0.42,0.15
1979-01-02 22:30:00,0.26,0.33,92.34,0.3,0.38,85.16,-0.04,0.07,226.42,0.25,0.27,0.03,0.31,0.35,0.05,0.34,0.39,0.08,0.35,0.42,0.1,0.35,0.44,0.13
1979-01-02 23:00:00,0.24,0.31,90.83,0.26,0.37,87.18,-0.02,0.07,249.9,0.24,0.26,0.03,0.3,0.35,0.05,0.31,0.39,0.08,0.32,0.41,0.1,0.31,0.43,0.13
1979-01-02 23:30:00,0.19,0.27,89.5,0.21,0.34,88.6,-0.03,0.07,265.3,0.21,0.24,0.03,0.26,0.32,0.06,0.27,0.36,0.09,0.27,0.38,0.11,0.26,0.4,0.14
1979-01-03 00:00:00,0.11,0.21,87.53,0.18,0.29,89.71,-0.07,0.08,275.16,0.17,0.21,0.04,0.21,0.27,0.06,0.21,0.31,0.1,0.2,0.33,0.13,0.18,0.34,0.16
1979-01-03 00:30:00,0.02,0.13,82.24,0.14,0.23,90.74,-0.13,0.1,281.88,0.12,0.16,0.04,0.14,0.21,0.08,0.12,0.23,0.12,0.1,0.25,0.15,0.08,0.26,0.19
1979-01-03 01:00:00,-0.05,0.06,57.3,0.11,0.15,91.49,-0.17,0.1,290.84,0.06,0.1,0.05,0.07,0.13,0.08,0.06,0.15,0.12,0.05,0.16,0.16,0.07,0.17,0.2
1979-01-03 01:30:00,-0.1,0.06,320.72,0.08,0.06,89.23,-0.19,0.11,295.31,0.02,0.04,0.05,0.04,0.05,0.08,0.07,0.06,0.12,0.11,0.07,0.17,0.15,0.07,0.21
1979-01-03 02:00:00,-0.12,0.13,298.32,0.05,0.03,293.73,-0.18,0.1,299.7,0.07,0.02,0.04,0.1,0.03,0.08,0.15,0.03,0.12,0.19,0.03,0.16,0.23,0.04,0.2
1979-01-03 02:30:00,-0.11,0.2,293.44,0.02,0.11,285.52,-0.14,0.09,302.88,0.12,0.08,0.04,0.17,0.1,0.07,0.22,0.11,0.11,0.26,0.12,0.14,0.31,0.13,0.18
1979-01-03 03:00:00,-0.11,0.24,291.61,-0.01,0.18,286.1,-0.1,0.06,306.9,0.15,0.13,0.03,0.21,0.17,0.05,0.26,0.19,0.08,0.29,0.2,0.1,0.33,0.21,0.13
1979-01-03 03:30:00,-0.13,0.26,290.03,-0.05,0.23,286.97,-0.08,0.03,312.47,0.18,0.16,0.01,0.24,0.21,0.02,0.27,0.24,0.04,0.3,0.26,0.05,0.33,0.27,0.06
1979-01-03 04:00:00,-0.15,0.27,288.09,-0.09,0.26,287.12,-0.06,0.01,327.69,0.19,0.19,0,0.25,0.25,0.01,0.28,0.28,0.01,0.3,0.29,0.01,0.32,0.31,0.01
1979-01-03 04:30:00,-0.18,0.26,285.57,-0.13,0.28,286.12,-0.05,0.02,113.05,0.19,0.2,0.01,0.24,0.26,0.02,0.27,0.29,0.02,0.28,0.31,0.03,0.29,0.33,0.04
1979-01-03 05:00:00,-0.21,0.24,281.86,-0.16,0.28,283.76,-0.05,0.04,115.12,0.18,0.2,0.02,0.23,0.26,0.03,0.24,0.29,0.05,0.25,0.31,0.06,0.25,0.33,0.08
1979-01-03 05:30:00,-0.21,0.22,276.04,-0.17,0.26,280.24,-0.04,0.05,119.76,0.17,0.19,0.02,0.21,0.25,0.04,0.22,0.28,0.06,0.23,0.29,0.08,0.22,0.31,0.09
1979-01-03 06:00:00,-0.19,0.18,268.54,-0.16,0.24,276.37,-0.03,0.07,118.16,0.14,0.17,0.03,0.18,0.22,0.05,0.18,0.25,0.08,0.18,0.27,0.1,0.17,0.28,0.13
1979-01-03 06:30:00,-0.13,0.13,259.27,-0.12,0.2,273.63,-0.01,0.08,116.07,0.11,0.14,0.04,0.13,0.19,0.06,0.13,0.21,0.1,0.12,0.23,0.13,0.11,0.24,0.17
1979-01-03 07:00:00,-0.03,0.07,243.03,-0.07,0.16,274.39,0.04,0.1,115.11,0.07,0.11,0.05,0.08,0.14,0.08,0.07,0.16,0.12,0.06,0.17,0.16,0.07,0.18,0.2
1979-01-03 07:30:00,0.08,0.04,139.26,0,0.1,284.61,0.08,0.13,114.58,0.01,0.07,0.06,0.02,0.09,0.1,0.06,0.1,0.15,0.1,0.11,0.2,0.15,0.11,0.26
1979-01-03 08:00:00,0.18,0.11,100.57,0.07,0.05,338.14,0.11,0.14,117.22,0.04,0.03,0.06,0.08,0.04,0.11,0.13,0.05,0.16,0.18,0.05,0.22,0.24,0.06,0.28
1979-01-03 08:30:00,0.25,0.19,95.02,0.13,0.09,46.29,0.11,0.15,123.11,0.1,0.07,0.06,0.16,0.09,0.11,0.21,0.1,0.17,0.27,0.1,0.23,0.33,0.11,0.29
1979-01-03 09:00:00,0.27,0.25,95.98,0.18,0.17,64.64,0.09,0.14,135.43,0.15,0.12,0.06,0.21,0.16,0.1,0.27,0.17,0.16,0.33,0.19,0.21,0.38,0.2,0.27
1979-01-03 09:30:00,0.26,0.3,98.46,0.2,0.24,73.95,0.06,0.13,148.66,0.19,0.17,0.06,0.26,0.22,0.1,0.32,0.25,0.15,0.37,0.27,0.2,0.42,0.28,0.25
1979-01-03 10:00:00,0.24,0.32,100.55,0.19,0.29,80.73,0.05,0.11,167.39,0.22,0.21,0.05,0.29,0.27,0.08,0.34,0.31,0.13,0.38,0.33,0.17,0.41,0.34,0.21
1979-01-03 10:30:00,0.22,0.33,101.85,0.17,0.33,86.14,0.05,0.09,184.53,0.23,0.23,0.04,0.3,0.31,0.07,0.34,0.34,0.1,0.37,0.37,0.14,0.4,0.39,0.18
1979-01-03 11:00:00,0.21,0.32,102.22,0.13,0.35,90.48,0.08,0.07,206.58,0.23,0.24,0.03,0.3,0.32,0.06,0.33,0.36,0.08,0.35,0.38,0.11,0.36,0.4,0.14
